STATE,LATITUDE,LONGITUDE,DATETIME,PR,RMAX,RMIN,SPH,SRAD,TMMN,TMMX,VS,BI,FM100,FM1000,ERC,ETR,PET,VPD
MD,38.716526069079,-77.02832262,2018-08-08,0,99.7,47.2,0.01623,289.4,294.9,305.8,2.3,20,16.6,20.4,23,6.3,5.5,1.13
MD,38.716526069079,-77.02832262,2018-08-09,0,88,43.3,0.01467,311.5,295.4,305.3,2.7,23,15.6,20,25,7.2,6,1.36
MD,38.716526069079,-77.02832262,2018-08-10,0,85.2,44.3,0.0147,290.9,296,305,1.4,19,14.6,19.7,27,6,5.3,1.37
MD,38.716526069079,-77.02832262,2018-08-11,5.9,97.2,51.1,0.01628,227.8,295.4,304.7,1.6,0,16.4,20,15,4.9,4.3,1.02
MD,38.716526069079,-77.02832262,2018-08-12,24.1,100,59.6,0.0157,202.9,293.9,301.8,1.7,0,19.5,21,11,4,3.6,0.64
MD,38.716526069079,-77.02832262,2018-08-13,0,100,51.7,0.01482,203.4,292,302.9,1.4,16,18.6,20.8,19,4.1,3.6,0.77
MD,38.716526069079,-77.02832262,2018-08-14,1.8,91.7,44.1,0.01276,285.5,292.4,302.6,3.7,0,17.5,20.6,14,6.8,5.4,1.1
MD,38.716526069079,-77.02832262,2018-08-15,0,95.6,40.5,0.01358,305.3,292.7,304.9,3.4,24,16.3,20.5,24,7.4,5.9,1.28
MD,38.716526069079,-77.02832262,2018-08-16,0,88.7,43.4,0.01497,286.3,295.6,305.6,2.2,21,15.2,20.2,25,6.5,5.5,1.37
MD,38.716526069079,-77.02832262,2018-08-17,0,98.8,47.1,0.01657,286.8,295.4,306.2,4,27,15.3,20.1,25,7.3,5.9,1.18
MD,38.716526069079,-77.02832262,2018-08-18,0,100,52.7,0.0155,155.2,294,303.4,3.2,23,15.7,19.8,23,4.5,3.6,0.87
MD,38.716526069079,-77.02832262,2018-08-19,0.4,100,55.5,0.01459,291,293,301.6,3.3,23,15.9,19.4,24,5.7,4.9,0.73
MD,38.716526069079,-77.02832262,2018-08-20,0,96.3,64.2,0.01454,281.9,293.7,299.4,3.8,25,16,19.2,24,5.2,4.5,0.55
MD,38.716526069079,-77.02832262,2018-08-21,44,100,67.4,0.01638,163.4,293.7,300.7,3.9,0,19.5,20.2,12,3.5,3,0.39
MD,38.716526069079,-77.02832262,2018-08-22,4.2,100,50.8,0.01361,200.3,289.8,301.7,4.3,0,19.6,20.7,12,4.9,3.9,0.69
MD,38.716526069079,-77.02832262,2018-08-23,0,92,36.8,0.00934,302,287.4,299.8,3.6,24,17.6,20.5,23,6.6,5.2,1.04
MD,38.716526069079,-77.02832262,2018-08-24,0,96.2,37.3,0.01057,299,288.6,301.7,1.6,19,16.7,20.3,24,5.5,4.7,1.11
MD,38.716526069079,-77.02832262,2018-08-25,0,100,50.4,0.01314,276.5,289.7,301.2,2.2,20,16.8,20.2,23,5,4.4,0.7
MD,38.716526069079,-77.02832262,2018-08-26,0,96.6,45.7,0.01432,269.6,293.4,304.1,3.2,24,16.7,19.9,24,6.4,5.1,1.1
MD,38.716526069079,-77.02832262,2018-08-27,0,95.2,47.3,0.01653,271,296,306.1,2.2,21,16.7,19.8,24,6.1,5.2,1.22
MD,38.716526069079,-77.02832262,2018-08-28,0,96.3,43,0.01672,279.8,296,307.7,2.8,24,15.9,19.2,27,7,5.7,1.42
MD,38.716526069079,-77.02832262,2018-08-29,0,99.3,43.8,0.01706,270,295.8,307.8,3.3,26,15.8,19,27,7.1,5.7,1.37
MD,38.716526069079,-77.02832262,2018-08-30,0,95.1,45.8,0.01592,270.5,295.4,305.9,2.8,24,15.2,18.9,28,6.4,5.3,1.24
MD,38.716526069079,-77.02832262,2018-08-31,5.3,99.4,49,0.01608,212.7,294.8,305.1,3.3,0,16.6,19.3,16,5.6,4.5,1.05
MD,38.716526069079,-77.02832262,2018-09-01,45.1,100,58.6,0.01608,137.7,293.9,302.7,3.3,0,19.7,20.4,12,3.9,3.1,0.68
MD,38.716526069079,-77.02832262,2018-09-02,0,100,51.6,0.01672,242.2,294.8,305.3,3,21,18.7,20.2,21,5.7,4.7,0.98
MD,38.716526069079,-77.02832262,2018-09-03,0,99.9,47.8,0.01743,235,295.8,307.2,2.3,20,17.8,20,22,5.7,4.7,1.21
MD,38.716526069079,-77.02832262,2018-09-04,0.4,100,46.6,0.01715,225.7,294.9,307.3,1.5,17,17.5,19.8,23,4.9,4.3,1.2
MD,38.716526069079,-77.02832262,2018-09-05,0,100,47.5,0.01735,244.9,295.2,307.2,2.1,20,17.3,19.7,23,5.6,4.7,1.18
MD,38.716526069079,-77.02832262,2018-09-06,0,100,47.3,0.01738,253.8,294.9,307.3,2.4,21,17.1,19.8,24,5.8,4.9,1.16
MD,38.716526069079,-77.02832262,2018-09-07,19.2,100,55.9,0.01742,188,293.5,304.8,2.1,0,20.1,20.9,11,4,3.5,0.7
MD,38.716526069079,-77.02832262,2018-09-08,18.7,100,75.3,0.01414,168.8,288.2,296.8,5.1,0,22.8,21.7,6,1.9,1.9,0.01
MD,38.716526069079,-77.02832262,2018-09-09,32.1,100,88,0.01202,61,287.8,291.9,7.8,0,25.1,22.9,1,0.6,0.6,0
MD,38.716526069079,-77.02832262,2018-09-10,1.1,100,73.6,0.01394,126.3,289.2,296.9,4.2,0,23.7,23.1,4,2,1.8,0.11
MD,38.716526069079,-77.02832262,2018-09-11,0,100,79.2,0.01553,169.6,293.5,297.6,2.1,11,22.8,23.1,9,2.7,2.6,0.2
MD,38.716526069079,-77.02832262,2018-09-12,8.4,100,59.2,0.01594,186.3,293.7,302.4,2.8,0,23,23.8,4,4.1,3.4,0.65
MD,38.716526069079,-77.02832262,2018-09-13,0,100,66,0.01551,186.3,293.6,300.3,5.7,20,21.3,23.9,11,4.2,3.3,0.48
MD,38.716526069079,-77.02832262,2018-09-14,0,100,68.8,0.0148,197.5,292.9,298.9,5.6,21,20.4,23.5,12,3.9,3.2,0.4
MD,38.716526069079,-77.02832262,2018-09-15,0,100,60.7,0.01449,186.7,291.6,300.4,3.9,19,19.7,22.9,14,3.9,3.2,0.51
MD,38.716526069079,-77.02832262,2018-09-16,0,100,59.9,0.01475,174.2,293,300.9,3.8,20,18.9,22.4,15,4.1,3.3,0.62
MD,38.716526069079,-77.02832262,2018-09-17,5.6,86.7,66.9,0.01487,76.5,295.6,299.4,5.2,0,18.9,22.7,8,3.7,2.6,0.65
MD,38.716526069079,-77.02832262,2018-09-18,4.5,85.9,49.2,0.0125,93.8,292.9,301,2.9,0,18.4,22.7,9,4,2.9,0.99
MD,38.716526069079,-77.02832262,2018-09-19,0,95.3,44.6,0.01308,233.4,291.9,303.2,3.6,22,17.5,22.4,19,5.9,4.5,1.09
VA,38.058532999084,-79.63805,2018-02-11,6.7,100,70.4,0.00874,53.2,279.3,289.9,6.9,0,23,22,6,1,0.8,0.07
VA,38.058532999084,-79.63805,2018-02-12,0,100,63.5,0.00501,78.3,271.7,282.9,3.9,17,22.4,22,12,1.1,0.8,0.1
VA,38.058532999084,-79.63805,2018-02-13,0,75.7,56,0.00282,66.3,271.2,276.3,3.9,20,19.3,21.7,16,1.7,1.1,0.21
VA,38.058532999084,-79.63805,2018-02-14,1.6,100,43,0.00576,90.4,273.3,290.5,4.7,0,19.6,21.6,10,2.9,2,0.41
VA,38.058532999084,-79.63805,2018-02-15,0,84.1,48.2,0.00863,136.3,285.9,295.3,7.8,32,17.8,21.4,19,5.5,3.6,0.74
VA,38.058532999084,-79.63805,2018-02-16,0.8,100,56.9,0.00686,48,272,289.2,6.4,0,18.6,21.6,11,1.3,0.9,0.13
VA,38.058532999084,-79.63805,2018-02-17,10.6,81.5,56.8,0.00329,80.4,272.3,278.3,4.1,0,20.1,22.1,9,1.8,1.2,0.22
VA,38.058532999084,-79.63805,2018-02-18,3.1,80.6,42.2,0.00373,162.8,274.2,284.1,4.4,0,19.1,21.8,11,3.1,2.1,0.41
VA,38.058532999084,-79.63805,2018-02-19,0.4,92.6,51.7,0.00533,79.5,277.3,286.7,4,22,18.2,21.6,19,2.5,1.7,0.36
VA,38.058532999084,-79.63805,2018-02-20,0,100,43.9,0.0087,167.7,280.9,296.8,5.8,27,18.3,21.6,19,4.6,3.2,0.64
VA,38.058532999084,-79.63805,2018-02-21,3.1,100,45.6,0.0095,113.7,283.1,297.7,5.3,0,19.1,21.7,11,4.4,2.9,0.69
VA,38.058532999084,-79.63805,2018-02-22,1.4,100,47.8,0.00917,147.3,278.9,296.4,3.5,0,19.2,21.9,10,3.1,2.3,0.47
VA,38.058532999084,-79.63805,2018-02-23,0,100,53.6,0.00746,157.2,279.9,291.4,3.9,21,18.9,21.9,18,2.9,2.1,0.39
VA,38.058532999084,-79.63805,2018-02-24,12.7,100,65.8,0.00892,65.5,281.3,291.2,3.3,0,21.7,22.6,7,1.6,1.2,0.2
VA,38.058532999084,-79.63805,2018-02-25,5.1,100,66.6,0.00778,122.7,280.5,288.9,6.4,0,22.3,22.7,6,2.1,1.6,0.2
VA,38.058532999084,-79.63805,2018-02-26,0,100,38.3,0.0034,92.1,269.6,284,3.5,18,20.6,22.6,15,2.5,1.7,0.36
VA,38.058532999084,-79.63805,2018-02-27,0,76.2,21.2,0.00256,192.1,269.8,287.4,3,21,17.2,22.3,21,3.9,2.7,0.66
VA,38.058532999084,-79.63805,2018-02-28,0.9,83.1,42.2,0.00452,97.7,276.5,287,4.7,0,15.9,21.8,13,3.4,2.3,0.48
VA,38.058532999084,-79.63805,2018-03-01,11.9,100,67.2,0.00647,53.6,273.9,286.1,5.9,0,19.7,23,7,0.9,0.7,0.07
VA,38.058532999084,-79.63805,2018-03-02,0,70.5,42.8,0.00243,179.6,270.1,277.9,15.5,46,17.2,22.7,18,3.6,2.4,0.3
VA,38.058532999084,-79.63805,2018-03-03,0,63.5,24.7,0.00196,210.2,268.6,281.9,8.6,39,14.8,21.6,24,4.8,3.1,0.48
VA,38.058532999084,-79.63805,2018-03-04,0,66.1,20.4,0.00204,211.8,268.6,284.9,5.4,33,13,20.8,28,4.8,3.2,0.59
VA,38.058532999084,-79.63805,2018-03-05,0,48,16.7,0.00167,214.3,270.2,284.4,3.3,28,11.3,20.3,31,4.2,2.9,0.66
VA,38.058532999084,-79.63805,2018-03-06,0,74.6,50.4,0.00285,72.9,271.5,278,3.7,24,11.5,20.2,26,2,1.4,0.26
VA,38.058532999084,-79.63805,2018-03-07,0,86,44.2,0.00292,102.1,269.9,280.1,6.2,32,12.5,19.9,26,2.7,1.8,0.29
VA,38.058532999084,-79.63805,2018-03-08,0.6,57.5,32.2,0.00175,112.1,268.4,276.9,7.2,0,11.7,19.2,21,3.3,2.2,0.35
VA,38.058532999084,-79.63805,2018-03-09,0,60.5,32,0.00184,184.5,268.4,277.7,6.6,38,11.1,18.9,32,3.4,2.3,0.35
VA,38.058532999084,-79.63805,2018-03-10,0,72,40.4,0.00269,67.1,271.2,280.1,1.8,21,11.4,18.3,31,1.8,1.3,0.35
VA,38.058532999084,-79.63805,2018-03-11,6.3,81.1,37.7,0.00312,184.4,271.6,283.2,3.2,0,13.7,18.5,21,3,2.2,0.41
VA,38.058532999084,-79.63805,2018-03-12,7.5,90.2,65.3,0.00304,103.9,269.8,275.5,5,0,16.3,19.2,16,1.4,1.1,0.13
VA,38.058532999084,-79.63805,2018-03-13,0.9,73.9,40.3,0.00213,130,267.7,276.8,7.2,0,15.4,19.2,18,2.8,1.9,0.27
VA,38.058532999084,-79.63805,2018-03-14,0,63.8,42.2,0.00191,159.7,268.2,274.7,8.4,39,14.1,18.9,27,2.8,1.9,0.26
VA,38.058532999084,-79.63805,2018-03-15,0,74.9,28.6,0.00266,220.1,270.5,284.5,9.1,46,13.7,18.5,31,5.2,3.4,0.51
VA,38.058532999084,-79.63805,2018-03-16,0,59.4,25.4,0.00205,240.4,270.1,282.2,6.7,41,12.1,18.3,34,4.7,3.2,0.5
VA,38.058532999084,-79.63805,2018-03-17,3.4,85.8,44.5,0.0033,130.8,271.6,281.8,2.9,0,13.7,18.3,21,2.4,1.7,0.32
VA,38.058532999084,-79.63805,2018-03-18,0,73.8,26.2,0.00328,239,273.6,288.9,2.4,25,12.8,17.7,34,4.1,3,0.71
VA,38.058532999084,-79.63805,2018-03-19,13.7,93.3,35,0.00442,171.3,274.5,289.5,3.7,0,16.8,18.7,18,4,2.8,0.58
VA,38.058532999084,-79.63805,2018-03-20,17.7,100,75.1,0.00389,65.4,269.5,277.1,6.5,0,20.5,20.1,11,0.7,0.5,0.04
VA,38.058532999084,-79.63805,2018-03-21,3.2,98.6,68.4,0.00313,137.6,269,275.3,4.1,0,20.6,20.5,10,1.3,1.1,0.1
VA,38.058532999084,-79.63805,2018-03-22,0,79.9,37.6,0.00252,173.7,268.9,280.1,7.1,32,18.3,20.2,21,3.4,2.3,0.33
VA,38.058532999084,-79.63805,2018-03-23,0,76.7,29.7,0.00226,188.8,268,281.6,5.3,30,16.3,20.2,25,3.7,2.5,0.41
VA,38.058532999084,-79.63805,2018-03-24,0,78,42.5,0.00259,231.2,269.6,278.9,2.4,21,15.9,19.9,25,2.5,2,0.3
VA,38.058532999084,-79.63805,2018-03-25,0,69.4,37.2,0.00267,220.3,271.6,281.1,5.8,32,14.9,19.6,26,3.8,2.7,0.4
VA,38.058532999084,-79.63805,2018-03-26,0.5,75.1,34.1,0.00289,246.4,271.6,283.4,6.1,34,13.7,18.9,29,4.3,3,0.45
VA,38.058532999084,-79.63805,2018-03-27,4.5,81,58.3,0.00355,66.4,273.4,279.2,3.6,0,14.9,18.9,18,1.8,1.3,0.23
VA,38.058532999084,-79.63805,2018-03-28,2.2,100,63.7,0.00763,96,277.9,289.4,4.2,0,16.7,19,16,1.8,1.5,0.17
VA,38.058532999084,-79.63805,2018-03-29,1.5,100,43.1,0.00906,210.3,283.3,298,6.2,0,17.1,19.2,16,6,4.3,0.79
VA,38.058532999084,-79.63805,2018-03-30,0.4,100,50.8,0.00609,222.9,271.3,289.2,7.6,33,17.6,19.5,22,3,2.3,0.24
VA,38.058532999084,-79.63805,2018-03-31,0,79.9,23.8,0.00314,264.6,271.9,289.5,4.2,29,15.5,19.1,29,5.4,3.8,0.73
VA,38.058532999084,-79.63805,2018-04-01,4.4,77.5,39.5,0.00501,147.7,278.5,290,4.6,0,15.5,19.2,18,4.5,3.1,0.63
VA,38.058532999084,-79.63805,2018-04-02,2.2,98.6,73.6,0.00655,178.1,279,285.1,3.9,0,17,19.2,15,2.1,1.8,0.15
VA,38.058532999084,-79.63805,2018-04-03,4.1,100,57.8,0.00749,209.8,280.1,290.7,5.7,0,18.3,19.3,15,3.6,2.8,0.34
VA,38.058532999084,-79.63805,2018-04-04,0.5,100,42.4,0.00476,213.7,270.7,288.2,11.7,45,18.1,19.2,23,4.4,3,0.38
VA,38.058532999084,-79.63805,2018-04-05,0,60.2,23.9,0.00234,270.5,271.2,285.3,4.5,31,15.1,18.8,30,5,3.6,0.61
VA,38.058532999084,-79.63805,2018-04-06,0,80,22.9,0.00382,251.1,274.2,293.5,7.3,42,13.7,18.7,32,7.9,5.3,0.94
VA,38.058532999084,-79.63805,2018-04-07,3.1,100,69,0.00395,91.7,268.1,278.6,3.7,0,16.4,19.1,15,0.9,0.8,0.05
VA,38.058532999084,-79.63805,2018-04-08,1.5,67.1,27.2,0.00219,255.1,268.9,282.6,4,0,14.8,18.8,19,4.1,3,0.48
VA,38.058532999084,-79.63805,2018-04-09,1.5,84.9,74.9,0.00353,77.7,272.3,275.9,3.5,0,15.9,18.7,16,1.2,0.9,0.11
VA,38.058532999084,-79.63805,2018-04-10,0,68.1,35.6,0.00318,263,273.8,284.5,2.9,25,14.3,18.1,31,3.9,3,0.5
VA,38.058532999084,-79.63805,2018-04-11,0,65.9,26.3,0.00333,197.9,274.9,289.4,3.8,30,12.7,17.7,34,5.1,3.6,0.76
VA,38.058532999084,-79.63805,2018-04-12,0,71.7,20.7,0.00465,224.8,278.5,298.2,7,45,11.6,17.4,37,9.6,6.4,1.32
VA,38.058532999084,-79.63805,2018-04-13,0,75.6,22.9,0.00637,274,282.4,302,5.7,41,11.1,17.3,38,10,6.8,1.59
VA,38.058532999084,-79.63805,2018-04-14,0,98.3,35.2,0.00873,273.9,283.3,300.8,5.3,37,12.6,17.1,36,7.7,5.6,1.13
VA,38.058532999084,-79.63805,2018-04-15,69.1,100,55.4,0.01,203.4,279.6,296,9.1,0,17.1,18.3,17,3.9,2.9,0.33
VA,38.058532999084,-79.63805,2018-04-16,0.5,97.5,52.5,0.00407,110.4,272.4,282.8,9,38,17.5,18.2,24,2.8,2,0.26
VA,38.058532999084,-79.63805,2018-04-17,0,67.7,30.6,0.00286,167.7,272.4,285,8.8,44,15.2,17.7,30,5.3,3.5,0.54
VA,38.058532999084,-79.63805,2018-04-18,0,91.9,26.2,0.00567,189,277.9,298,4.5,32,14.5,17.6,32,6.9,4.8,1.13
VA,38.058532999084,-79.63805,2018-04-19,0,97.1,47,0.00417,162.1,272.8,284.7,8.7,42,15,17.7,29,3.6,2.5,0.33
VA,38.058532999084,-79.63805,2018-04-20,0,67,22.1,0.00273,298.3,271.9,288.7,4.5,34,13,17.5,35,5.9,4.3,0.74
VA,38.058532999084,-79.63805,2018-04-21,0,73.7,21.6,0.00338,288.5,273.6,292.4,2.5,27,12,17.1,37,5.4,4.1,0.91
VA,38.058532999084,-79.63805,2018-04-22,0,67.4,31.7,0.00492,227.3,280.2,292.9,4.4,34,11.4,16.5,38,6.1,4.4,0.9
VA,38.058532999084,-79.63805,2018-04-23,6.3,74.3,46,0.00574,233.9,281.1,289.9,7.4,0,13.3,16.7,24,5.6,4,0.6
VA,38.058532999084,-79.63805,2018-04-24,19,79.3,74,0.00641,72.7,281.8,284.7,7.4,0,17,17.8,17,2.4,1.7,0.25
VA,38.058532999084,-79.63805,2018-04-25,1.2,100,51.1,0.00683,84,278.3,291.1,3.3,0,17.4,18,18,2.7,1.9,0.41
VA,38.058532999084,-79.63805,2018-04-26,3.8,86.5,35.8,0.00581,284,279.1,293.8,2.6,0,17.2,18.3,18,5.2,4.1,0.79
VA,38.5524999990803,-78.400555556,2018-04-09,0,64.9,55.6,0.00264,77.2,271.3,275,3.1,25,11.7,16.3,31,1.7,1.3,0.22
VA,38.5524999990803,-78.400555556,2018-04-10,0,59,32,0.00259,217.8,272.3,281.9,3.4,32,10.8,15.7,40,3.7,2.7,0.47
VA,38.5524999990803,-78.400555556,2018-04-11,0,54.6,26.3,0.0027,156.7,273.9,285.1,3.3,33,9.9,15.1,43,4.1,2.9,0.62
VA,38.5524999990803,-78.400555556,2018-04-12,0,52,18.7,0.00389,202.1,279.8,295.3,6.2,48,9,14.9,46,8.6,5.7,1.25
VA,38.5524999990803,-78.400555556,2018-04-13,0,54.5,19.7,0.00539,274.7,284,300,5.1,46,8.4,14.6,48,9.5,6.6,1.62
VA,38.5524999990803,-78.400555556,2018-04-14,0,70.8,32.9,0.00735,276.4,284.9,297.8,4.9,42,8.8,14.4,47,7.6,5.5,1.15
VA,38.5524999990803,-78.400555556,2018-04-15,39.9,100,46.4,0.00831,181.4,277.7,294.7,7,0,14.4,15.7,25,4.5,3.2,0.47
VA,38.5524999990803,-78.400555556,2018-04-16,2.9,100,60.4,0.00403,93.2,271.2,279.9,6.4,0,15.7,16,23,1.8,1.3,0.16
VA,38.5524999990803,-78.400555556,2018-04-17,0,62.2,35.3,0.00217,98.6,269.2,278.1,4.3,32,13.8,15.6,35,2.8,1.9,0.34
VA,38.5524999990803,-78.400555556,2018-04-18,0.7,80.4,28,0.00403,240.4,274.3,290.4,3,0,14.1,15.5,26,4.8,3.6,0.72
VA,38.5524999990803,-78.400555556,2018-04-19,0,93.4,48.9,0.00367,143.3,271,281.4,5.8,37,14.2,15.7,33,2.7,2,0.26
VA,38.5524999990803,-78.400555556,2018-04-20,0,63.5,20.4,0.0024,298.7,270.3,286.6,4.4,38,12.1,15.5,41,5.5,4,0.66
VA,38.5524999990803,-78.400555556,2018-04-21,0,49.3,22.1,0.00276,286,275.6,287.7,1.4,26,10.7,15.3,43,4.2,3.4,0.78
VA,38.5524999990803,-78.400555556,2018-04-22,0,73.1,29,0.00397,216.2,275.4,289.7,3.4,34,10.4,14.7,43,4.8,3.6,0.71
VA,38.5524999990803,-78.400555556,2018-04-23,1,57.3,31.2,0.00418,287.3,279.5,289.5,4.5,0,10.3,14.4,32,6.1,4.5,0.79
VA,38.5524999990803,-78.400555556,2018-04-24,25.5,74.4,63.2,0.0056,78.1,280.1,284.1,5,0,14.9,15.6,23,2.6,1.8,0.32
VA,38.5524999990803,-78.400555556,2018-04-25,0,99.9,47.8,0.00619,83,277.4,289.6,2.8,25,15,15.5,32,2.6,1.9,0.43
VA,38.5524999990803,-78.400555556,2018-04-26,18.2,63.6,30.9,0.00465,291.6,279.6,291.3,2.2,0,16.8,16.6,22,5.1,4.1,0.83
VA,38.5524999990803,-78.400555556,2018-04-27,1.4,95.4,45.2,0.00544,172.7,276.2,288.4,1.9,0,16.7,17,20,3,2.5,0.44
VA,38.5524999990803,-78.400555556,2018-04-28,0,99.1,29.6,0.00453,274.3,273.1,291.5,4.7,34,15.1,17,33,5.7,4.2,0.69
VA,38.5524999990803,-78.400555556,2018-04-29,0,72.5,36.6,0.00298,253.1,271.5,282.2,5.6,38,13.3,16.6,35,4.1,3,0.4
VA,38.5524999990803,-78.400555556,2018-04-30,0,50.8,17,0.00276,310.9,275.2,291.1,4.1,37,11.3,16.2,41,6.9,5,0.97
VA,38.5524999990803,-78.400555556,2018-05-01,0,75.3,18.2,0.00433,314.9,275.9,297.2,3,34,10,15.5,44,7.1,5.3,1.23
VA,38.5524999990803,-78.400555556,2018-05-02,0,62.2,23.3,0.00632,309.4,284.1,300.1,3.7,37,9.3,15.1,46,8.3,6.1,1.5
VA,38.5524999990803,-78.400555556,2018-05-03,0,74.5,32.1,0.00882,300.9,286.6,301.1,3.9,38,9.4,14.6,46,7.9,6,1.35
VA,38.5524999990803,-78.400555556,2018-05-04,0,76.8,34,0.00908,270.6,286.6,300.7,4.3,39,9.3,14.5,46,7.7,5.7,1.26
VA,38.5524999990803,-78.400555556,2018-05-05,4.2,83.8,50.6,0.00714,155.6,281.7,290.9,3.9,0,11.7,14.9,29,3.8,2.9,0.51
VA,38.5524999990803,-78.400555556,2018-05-06,1.3,96.1,51.1,0.00711,109.6,279.7,290.7,3.3,0,13.1,15,27,3,2.3,0.43
VA,38.5524999990803,-78.400555556,2018-05-07,0,89.1,43.5,0.00675,291.1,280,292.2,3.9,33,13.2,15,39,5.2,4.1,0.59
VA,38.5524999990803,-78.400555556,2018-05-08,0,85.7,37.9,0.0065,310.6,280,293.6,2.5,29,13,14.8,40,5.3,4.4,0.73
VA,38.5524999990803,-78.400555556,2018-05-09,0,75.4,39.8,0.00714,313.5,283.2,294.4,2.1,27,12.3,14.6,41,5.4,4.6,0.82
VA,38.5524999990803,-78.400555556,2018-05-10,6.1,93.6,40.6,0.00832,250.4,282.4,296.6,4.8,0,14.5,15.1,26,6.1,4.6,0.79
VA,38.5524999990803,-78.400555556,2018-05-11,0.6,78.2,37.5,0.00838,253,285.1,297.9,2.4,0,13.7,15.1,27,5.6,4.5,1.01
VA,38.5524999990803,-78.400555556,2018-05-12,10.9,72.4,34,0.00946,308.4,288.1,301.4,3.6,0,15.5,16,24,7.8,6.1,1.36
VA,38.5524999990803,-78.400555556,2018-05-13,2.7,90.7,48.1,0.01142,273.8,287.7,299.3,2.9,0,15.5,16.1,23,5.7,4.7,0.82
VA,38.5524999990803,-78.400555556,2018-05-14,36.7,100,45.4,0.01213,269,286.4,301.2,1.9,0,18.8,17.4,18,5.2,4.6,0.85
VA,38.5524999990803,-78.400555556,2018-05-15,2.8,92.3,46.4,0.01222,296.2,288.5,301,4.3,0,18,17.5,19,6.8,5.5,0.93
VA,38.5524999990803,-78.400555556,2018-05-16,21.5,83.2,67.2,0.01107,211.4,288.5,293.7,2.4,0,20.2,18.8,13,3.8,3.3,0.43
VA,38.5524999990803,-78.400555556,2018-05-17,11.1,83.8,74.7,0.01086,126,288.1,291.8,3.1,0,22.4,19.8,8,2.7,2.3,0.3
VA,38.5524999990803,-78.400555556,2018-05-18,33.5,98.5,65.8,0.00952,95.4,283.7,291.6,5,0,24.4,21.3,5,2.5,1.9,0.28
VA,38.5524999990803,-78.400555556,2018-05-19,5.1,100,61,0.01011,209.3,284,293.7,4.4,0,23.8,21.6,6,3.8,3.1,0.35
VA,38.5524999990803,-78.400555556,2018-05-20,0,92.4,43.3,0.01062,299.5,286.3,299.7,3.1,20,20.3,21.4,19,6.3,5.1,0.91
VA,38.5524999990803,-78.400555556,2018-05-21,2.5,78.9,50.9,0.01066,296.2,288.7,297.3,2.9,0,18.4,21.2,12,5.8,4.9,0.8
VA,38.5524999990803,-78.400555556,2018-05-22,14.1,91.4,52.7,0.01121,200.2,287.3,297.6,2.9,0,20.2,22.2,9,4.5,3.7,0.67
VA,38.5524999990803,-78.400555556,2018-05-23,0,100,46.6,0.01001,322.9,282.9,297.6,3.5,21,18.9,22,18,5.8,4.8,0.65
VA,38.5524999990803,-78.400555556,2018-05-24,0,77.5,32.3,0.00733,331.1,283.2,297.9,3,22,16.3,21.3,23,6.9,5.5,1.09
VA,38.5524999990803,-78.400555556,2018-05-25,0,78.3,41.4,0.01051,320.2,288.6,300.2,4.2,27,14.8,20.8,24,7.6,6,1.1
VA,38.5524999990803,-78.400555556,2018-05-26,7.8,80.7,49.3,0.01167,278.9,289.8,299.3,3.8,0,15.9,21,14,6.4,5.2,0.91
VA,38.5524999990803,-78.400555556,2018-05-27,7.6,80.5,49.6,0.01202,268.2,290.3,299.7,2.3,0,16.7,21.6,12,5.6,4.8,0.92
VA,38.5524999990803,-78.400555556,2018-05-28,1.7,88,62.1,0.01244,281.7,289.5,296.8,3,0,17,21.5,11,5.1,4.4,0.54
VA,38.5524999990803,-78.400555556,2018-05-29,0.8,84.3,51.9,0.01225,301.4,289.9,299.3,2.6,0,15.9,21.1,14,5.9,5.1,0.82
VA,38.5524999990803,-78.400555556,2018-05-30,82.1,80,64.4,0.01256,222.9,291.1,296.4,3.7,0,18.5,22,9,4.8,4,0.58
VA,38.5524999990803,-78.400555556,2018-05-31,6.3,97.8,57.1,0.01291,233.6,288.5,298.7,3.5,0,19.2,22.3,9,4.9,4.1,0.58
VA,38.5524999990803,-78.400555556,2018-06-01,3,85.8,49.5,0.01273,277.8,290.3,300.2,2.5,0,18,22.3,10,5.8,4.9,0.87
VA,38.5524999990803,-78.400555556,2018-06-02,79.3,88.3,64.7,0.01252,165.6,289.6,295.9,3.1,0,20.2,23.1,7,3.6,3.1,0.45
VA,38.5524999990803,-78.400555556,2018-06-03,32.8,100,77.6,0.01091,113.2,285.1,291,3.4,0,23.2,24.3,1,1.9,1.7,0.09
VA,38.5524999990803,-78.400555556,2018-06-04,0,94.1,43.4,0.00817,287.6,282.1,294.8,3.1,17,20.5,24,13,5.3,4.4,0.65
VA,38.5524999990803,-78.400555556,2018-06-05,0,79.2,43.6,0.00761,313.6,283.5,293.6,4,22,17.5,23.6,17,5.9,4.8,0.7
VA,38.5524999990803,-78.400555556,2018-06-06,0,89.1,52.7,0.00791,247.9,282.4,291.5,2.8,18,16.6,23,17,4.2,3.6,0.46
VA,38.5524999990803,-78.400555556,2018-06-07,0,87.9,45.5,0.0094,265.3,285.2,296.4,2.2,18,15.6,22.6,19,5,4.3,0.73
VA,38.5524999990803,-78.400555556,2018-06-08,0,89.7,49.4,0.0112,265.8,287.6,298.1,1.7,17,14.8,22.3,20,4.9,4.4,0.73
